"effect","component","term","estimate","std.error","conf.low","conf.high","species","significant"
"fixed","cond","tmean.avg",-3.42097487672537,0.664971168828405,-4.72043921196419,-2.11619346726748,"Gentiana algida",TRUE
"fixed","cond","data_typespecimen",-11.7844794596874,6.4945409798404,-24.3252705650546,1.38450255325247,"Gentiana algida",FALSE
"fixed","cond","(Intercept)",470.430605045381,224.567136285659,27.2665342084747,913.055747839239,"Trifolium dasyphyllum",TRUE
"fixed","cond","year",-0.185138491148463,0.113118678629133,-0.403917445880362,0.0403974294637484,"Trifolium dasyphyllum",FALSE
"fixed","cond","prevWintPPT",-1.1117301310759,5.21051904706277,-11.0960793328816,9.35193131301349,"Trifolium dasyphyllum",FALSE
"fixed","cond","tmean.avg",1.65889945208889,1.27280788624386,-0.809216009427017,4.22287874529011,"Trifolium dasyphyllum",FALSE
"fixed","cond","data_typespecimen",9.50239827231746,9.17943016378964,-8.36082953844199,27.9215238815241,"Trifolium dasyphyllum",FALSE
"fixed","cond","(Intercept)",657.612097313425,244.807079829924,183.481114450402,1136.80141824771,"Cherleria obtusiloba",TRUE
"fixed","cond","year",-0.231311669121552,0.128414858292905,-0.480187365393679,0.0178942907988084,"Cherleria obtusiloba",FALSE
"fixed","cond","prevWintPPT",-0.0681943584740577,6.08243333015646,-11.6901026242327,12.0308564163833,"Cherleria obtusiloba",FALSE
"fixed","cond","tmean.avg",-0.174782131002224,1.18563185897753,-2.5506904049565,2.15840885074241,"Cherleria obtusiloba",FALSE
"fixed","cond","data_typespecimen",6.86563611038589,10.3895076914595,-13.8235234907987,27.1782233040308,"Cherleria obtusiloba",FALSE
"fixed","cond","(Intercept)",1012.73017096788,218.260464064071,573.109931929444,1449.30176999995,"Artemisia scopulorum",TRUE
"fixed","cond","year",-0.379039561699162,0.118606223857169,-0.614268521450894,-0.139520849074708,"Artemisia scopulorum",TRUE
"fixed","cond","prevWintPPT",4.99762994473331,5.43396595718771,-5.82797435494809,15.9622286662587,"Artemisia scopulorum",FALSE
"fixed","cond","tmean.avg",-1.30167855798531,1.29611817514302,-3.83229496800015,1.25737793361412,"Artemisia scopulorum",FALSE
"fixed","cond","data_typespecimen",-14.0732788386938,10.197508263567,-34.2105421114154,7.01832047669339,"Artemisia scopulorum",FALSE
"fixed","cond","(Intercept)",527.307755474829,194.892728310323,137.168052498608,912.876424265609,"Hymenoxys grandiflora",TRUE
"fixed","cond","year",-0.190992580837488,0.0993729127397694,-0.387895449389199,0.0110639179337112,"Hymenoxys grandiflora",FALSE
"fixed","cond","prevWintPPT",-4.75948112966489,3.7155525297095,-11.9942827613757,2.63346710969014,"Hymenoxys grandiflora",FALSE
"fixed","cond","tmean.avg",1.08974034449395,1.03240943715927,-1.01671744964044,3.1295442941022,"Hymenoxys grandiflora",FALSE
"fixed","cond","data_typespecimen",3.32918182536608,7.37633501243846,-11.2658287835128,18.0283442196587,"Hymenoxys grandiflora",FALSE
"fixed","cond","(Intercept)",152.094627523208,392.705693209705,-607.71783381273,938.922699388508,"Penstemon whippleanus",FALSE
"fixed","cond","year",-0.0165485300587308,0.200860287707815,-0.41014311247805,0.377058312016237,"Penstemon whippleanus",FALSE
"fixed","cond","prevWintPPT",2.49304477748804,5.55790629151879,-8.43831393152367,13.8098793974894,"Penstemon whippleanus",FALSE
"fixed","cond","tmean.avg",1.30347320622371,1.76061700506712,-2.03499307844107,4.84509583806966,"Penstemon whippleanus",FALSE
"fixed","cond","data_typespecimen",18.5756266653272,11.8167710565609,-5.08386275076706,42.6828506280082,"Penstemon whippleanus",FALSE
"fixed","cond","(Intercept)",567.623176956165,319.495594659985,-71.0493212588779,1201.99609846332,"Pedicularis parryi",FALSE
"fixed","cond","year",-0.175425912598331,0.185613986714332,-0.546900888998397,0.180567203056737,"Pedicularis parryi",FALSE
"fixed","cond","prevWintPPT",-8.77477861719718,8.52830956223493,-25.4515903257963,8.61742646891997,"Pedicularis parryi",FALSE
"fixed","cond","tmean.avg",0.0337653114025649,2.69768604755207,-4.96358955357256,5.43391697803612,"Pedicularis parryi",FALSE
"fixed","cond","data_typespecimen",-10.7806161391644,14.3133699325666,-38.3710105426815,18.0066560095808,"Pedicularis parryi",FALSE
